ordem,operacao,centro_trabalho_id,centro_trabalho,data_inicio_base,hora_inicio_base,data_fim_base,hora_fim_base,indice_irpe,quantidade_executantes,esforco_individual,unidade_esforco_individual,chave_modelo,equipamento_ordem,local_instalacao_ordem,roteiro_operacoes,lista_tarefas_id,qualificacao,proficiencia_qualif,habilidade,proficiencia_hab
4010530,20,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,,,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010531,,,,,
4010530,20,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,,,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010531,,,,,
4010530,20,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,,,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010531,,,,,
4010530,20,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,,,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010531,,,,,
4010532,10,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010533,,,,,
4010533,10,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,1,1,H,,10000176,ITSS-BORR-BA01,1000010534,,,,,
4010534,10,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010535,,,,,
4010535,10,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010536,,,,,
4010536,10,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010537,,,,,
4010537,10,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010538,,,,,
4010538,10,10000001,BM_EELET,11/8/2025,,11/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010539,,,,,
4009954,20,10000006,A4,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009955,,,,,
4009955,10,10000005,A3,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009956,,,,,
4009956,10,10000005,A3,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009957,,,,,
4009957,10,10000005,A3,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009958,,,,,
4010087,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010088,,,,,
4010087,20,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010088,,,,,
4010087,30,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010088,,,,,
4010106,10,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010107,,,,,
4010106,20,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010107,,,,,
4010106,30,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010107,,,,,
4010107,10,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010108,,,,,
4010107,20,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010108,,,,,
4010107,30,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010108,,,,,
4010108,10,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010109,,,,,
4010108,20,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010109,,,,,
4010108,30,10000001,BM_EELET,14/8/2025,00:00:01,14/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010109,,,,,
4010488,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,1622,1005,1000010489,,,,,
4010489,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,1623,1005,1000010490,,,,,
4010490,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,1624,1005,1000010491,,,,,
4010500,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000005,1005,1000010501,,,,,
4010500,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000005,1005,1000010501,,,,,
4010500,20,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000005,1005,1000010501,,,,,
4010500,20,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000005,1005,1000010501,,,,,
4010539,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010540,,,,,
4010540,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010541,,,,,
4010541,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010542,,,,,
4010542,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010543,,,,,
4010543,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010544,,,,,
4010544,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010545,,,,,
4010545,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010546,,,,,
4010546,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010547,,,,,
4010547,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010548,,,,,
4010548,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010549,,,,,
4010549,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010550,,,,,
4010550,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010551,,,,,
4010551,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010552,,,,,
4010552,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010553,,,,,
4010553,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010554,,,,,
4010554,10,10000036,ITSS_JL,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000141,,1000010555,,,,,
4010555,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010556,,,,,
4010556,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010557,,,,,
4010557,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010558,,,,,
4010558,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010559,,,,,
4010559,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010560,,,,,
4010560,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010561,,,,,
4010561,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010562,,,,,
4010562,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010563,,,,,
4010563,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010564,,,,,
4010564,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010565,,,,,
4010565,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010566,,,,,
4010566,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010567,,,,,
4010567,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010568,,,,,
4010568,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010569,,,,,
4010569,10,10000001,BM_EELET,14/8/2025,,14/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010570,,,,,
4009950,10,10000005,A3,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009951,,,,,
4009951,10,10000005,A3,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009952,,,,,
4009952,10,10000005,A3,15/8/2025,,15/8/2025,23:59:00,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009953,,,,,
4009953,10,10000005,A3,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009954,,,,,
4010089,10,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010090,,,,,
4010089,20,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010090,,,,,
4010089,30,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010090,,,,,
4010097,10,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010098,,,,,
4010097,20,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010098,,,,,
4010097,30,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010098,,,,,
4010109,10,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010110,,,,,
4010109,20,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010110,,,,,
4010109,30,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010110,,,,,
4010110,10,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010111,,,,,
4010110,20,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010111,,,,,
4010110,30,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010111,,,,,
4010111,10,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010112,,,,,
4010111,20,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010112,,,,,
4010111,30,10000001,BM_EELET,15/8/2025,00:00:01,15/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010112,,,,,
4010474,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1620,1005,1000010475,,,,,
4010474,20,10000067,ARM-ELE,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1620,1005,1000010475,,,,,
4010475,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1621,1005,1000010476,,,,,
4010475,20,10000067,ARM-ELE,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1621,1005,1000010476,,,,,
4010476,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1622,1005,1000010477,,,,,
4010476,20,10000067,ARM-ELE,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1622,1005,1000010477,,,,,
4010477,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1623,1005,1000010478,,,,,
4010477,20,10000067,ARM-ELE,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1623,1005,1000010478,,,,,
4010478,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1624,1005,1000010479,,,,,
4010478,20,10000067,ARM-ELE,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1624,1005,1000010479,,,,,
4010479,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1625,1005,1000010480,,,,,
4010479,20,10000067,ARM-ELE,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1625,1005,1000010480,,,,,
4010491,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1625,1005,1000010492,,,,,
4010508,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,1624,1005,1000010509,,,,,
4010570,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010571,,,,,
4010571,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010572,,,,,
4010572,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010573,,,,,
4010573,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010574,,,,,
4010574,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010575,,,,,
4010575,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010576,,,,,
4010576,10,10000001,BM_EELET,15/8/2025,,15/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010577,,,,,
4001530,10,10000001,BM_EELET,16/8/2025,,17/8/2025,00:00:00,10,1,2,H,,10000059,TAVL-CQLD-LMBI,1000001531,,,,,
4001530,20,10000001,BM_EELET,16/8/2025,,17/8/2025,00:00:00,10,1,14,H,,10000059,TAVL-CQLD-LMBI,1000001531,,,,,
4001530,20,10000001,BM_EELET,16/8/2025,,17/8/2025,00:00:00,10,1,14,H,,10000059,TAVL-CQLD-LMBI,1000001531,,,,,
4010509,10,10000001,BM_EELET,16/8/2025,,16/8/2025,00:00:00,10,1,1,H,,1625,1005,1000010510,,,,,
4010577,10,10000001,BM_EELET,16/8/2025,,16/8/2025,00:00:00,10,1,1,H,,2228,UHBM-VX03-AL-01-23-A,1000010578,,,,,
4010485,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,10000008,ITSS-GYN1-PRED-SLRN,1000010486,,,,,
4010485,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,,,H,,10000008,ITSS-GYN1-PRED-SLRN,1000010486,,,,,
4010485,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,,,H,,10000008,ITSS-GYN1-PRED-SLRN,1000010486,,,,,
4010529,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,1560,1005,1000010530,,,,,
4010529,20,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,1560,1005,1000010530,,,,,
4010580,10,10000036,ITSS_JL,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,10000141,,1000010581,,,,,
4010582,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,10000050,ITSS-BORR-BA02,1000010583,,,,,
4010583,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,2,10000008,ITSS-GYN1-PRED-SLRN,1000010584,,,,,
4010584,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,2,10000008,ITSS-GYN1-PRED-SLRN,1000010585,,,,,
4010586,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,2,10000008,ITSS-GYN1-PRED-SLRN,1000010587,,,,,
4010587,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010588,,,,,
4010588,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010589,,,,,
4010589,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010590,,,,,
4010590,10,10000001,BM_EELET,17/8/2025,,17/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010591,,,,,
4010531,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1600,1005,1000010532,,,,,
4010531,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1600,1005,1000010532,,,,,
4010531,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,1,1,H,,1600,1005,1000010532,,,,,
4010531,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1600,1005,1000010532,,,,,
4010531,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1600,1005,1000010532,,,,,
4010531,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1600,1005,1000010532,,,,,
4010598,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1561,1005,1000010599,,,,,
4010598,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1561,1005,1000010599,,,,,
4010598,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1561,1005,1000010599,,,,,
4010598,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,,,H,,1561,1005,1000010599,,,,,
4010607,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010608,,,,,
4010608,10,10000001,BM_EELET,18/8/2025,,18/8/2025,00:00:00,10,1,1,H,,10000051,ITSS-GYN1-PRED-SLRN,1000010609,,,,,
4009947,10,10000005,A3,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009948,,,,,
4009948,10,10000005,A3,21/8/2025,,21/8/2025,23:59:00,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009949,,,,,
4009948,10,10000001,BM_EELET,21/8/2025,,21/8/2025,23:59:00,10,,,H,,10000006,ITSS-BORR-BA02,1000009949,,,,,
4009949,10,10000005,A3,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009950,,,,,
4009949,20,10000006,A4,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009950,,,,,
4009949,30,10000011,A5,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,2,H,,10000006,ITSS-BORR-BA02,1000009950,,,,,
4010085,30,10000001,BM_EELET,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010086,,,,,
4010086,10,10000001,BM_EELET,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010087,,,,,
4010086,20,10000001,BM_EELET,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010087,,,,,
4010086,30,10000001,BM_EELET,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010087,,,,,
4010088,10,10000001,BM_EELET,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010089,,,,,
4010088,20,10000001,BM_EELET,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010089,,,,,
4010088,30,10000001,BM_EELET,21/8/2025,00:00:01,21/8/2025,23:59:59,10,1,"0,1",H,,10000008,ITSS-GYN1-PRED-SLRN,1000010089,,,,,
4010597,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,,,H,,1560,1005,1000010598,,,,,
4010599,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1562,1005,1000010600,,,,,
4010600,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1563,1005,1000010601,,,,,
4010601,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1564,1005,1000010602,,,,,
4010602,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1565,1005,1000010603,,,,,
4010603,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1566,1005,1000010604,,,,,
4010604,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1567,1005,1000010605,,,,,
4010605,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1568,1005,1000010606,,,,,
4010606,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1569,1005,1000010607,,,,,
4010621,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1560,1005,1000010622,,,,,
4010622,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1561,1005,1000010623,,,,,
4010623,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1562,1005,1000010624,,,,,
4010624,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1563,1005,1000010625,,,,,
4010625,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1564,1005,1000010626,,,,,
4010626,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1565,1005,1000010627,,,,,
4010627,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1566,1005,1000010628,,,,,
4010628,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1567,1005,1000010629,,,,,
4010629,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1568,1005,1000010630,,,,,
4010630,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1569,1005,1000010631,,,,,
4010631,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1560,1005,1000010632,,,,,
4010632,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1561,1005,1000010633,,,,,
4010633,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1562,1005,1000010634,,,,,
4010634,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1563,1005,1000010635,,,,,
4010635,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1564,1005,1000010636,,,,,
4010636,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1565,1005,1000010637,,,,,
4010637,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1566,1005,1000010638,,,,,
4010638,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1567,1005,1000010639,,,,,
4010639,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1568,1005,1000010640,,,,,
4010640,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1569,1005,1000010641,,,,,
4010641,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1560,1005,1000010642,,,,,
4010642,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1561,1005,1000010643,,,,,
4010643,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1562,1005,1000010644,,,,,
4010644,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1563,1005,1000010645,,,,,
4010645,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1564,1005,1000010646,,,,,
4010646,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1565,1005,1000010647,,,,,
4010647,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1566,1005,1000010648,,,,,
4010648,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1567,1005,1000010649,,,,,
4010649,10,10000001,BM_EELET,22/8/2025,,22/8/2025,00:00:00,10,1,1,H,,1568,1005,1000010650,,,,,
